Sample Number,15,Collected with Prova 210
Channel Number,1
Date & Time,2026-07-06 18:03:04.706053
Vopen (V),0.554
Ishort (A),0.0
Vmaxp (V),0.553
Imaxp (A),0.0
Pmax (W),0.0
V (V),I (A),P (W)
0.553,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
0.554,0.0,0.0
